date,open,high,low,close,volume
2019-10-17,1.10743,1.114,1.10659,1.10749,0
2019-10-18,1.11272,1.1162,1.11151,1.11272,0
2019-10-21,1.11561,1.11807,1.114,1.11557,0
2019-10-22,1.1152,1.11607,1.11247,1.11518,0
2019-10-23,1.11297,1.11334,1.1108,1.11293,0
2019-10-24,1.11326,1.11657,1.10939,1.11324,0
2019-10-25,1.11044,1.11259,1.10805,1.1104,0
2019-10-28,1.10848,1.11067,1.10771,1.10843,0
2019-10-29,1.11025,1.11188,1.10751,1.10991,0
2019-10-30,1.11122,1.11259,1.11033,1.11148,0
2019-10-31,1.11542,1.11769,1.11337,1.11545,0
2019-11-01,1.11561,1.11744,1.11308,1.11571,0
2019-11-04,1.11694,1.1177,1.1142,1.11666,0
2019-11-05,1.11283,1.1139,1.10646,1.11285,0
2019-11-06,1.10744,1.10951,1.10675,1.10742,0
2019-11-07,1.10706,1.10914,1.1038,1.10704,0
2019-11-08,1.10346,1.10381,1.10178,1.10197,0
2019-11-11,1.10228,1.10436,1.10172,1.10224,0
2019-11-12,1.10348,1.10412,1.10039,1.10355,0
2019-11-13,1.10121,1.10205,1.10011,1.10124,0
2019-11-14,1.10087,1.10178,1.09908,1.10132,0
2019-11-15,1.10229,1.10558,1.10153,1.10205,0
2019-11-18,1.1054,1.1091,1.1054,1.10551,0
2019-11-19,1.10722,1.10852,1.10643,1.10724,0
2019-11-20,1.10803,1.10828,1.10536,1.108,0
2019-11-21,1.1079,1.10964,1.10638,1.10789,0
2019-11-22,1.10656,1.10786,1.10286,1.10659,0
2019-11-25,1.10241,1.10339,1.10062,1.10226,0
2019-11-26,1.1012,1.10266,1.1008,1.10144,0
2019-11-27,1.10221,1.10226,1.09934,1.10226,0
2019-11-28,1.10061,1.10193,1.10016,1.10049,0
2019-11-29,1.10113,1.10267,1.09829,1.10118,0
2019-12-02,1.10177,1.10892,1.10038,1.1019,0
2019-12-03,1.1076,1.10926,1.10665,1.10791,0
2019-12-04,1.10818,1.11135,1.10679,1.10852,0
